CustomerCode,FirstName,LastName,Gender,DateOfBirth,Email,Phone,City,State,Region,JoiningDate,CustomerSegment
CUST00092,Zarna,Mohanty,Female,1985-04-30,oni98@example.com,+918890956216,Bhilai,Telangana,East,2022-08-15,Corporate
CUST00093,Bishakha,Divan,Female,1980-01-31,cbadami@example.com,02639978480,Kumbakonam,Andhra Pradesh,East,2022-02-18,Regular
CUST00094,Balveer,Memon,Female,1989-01-18,syadav@example.com,4854747320,Phusro,West Bengal,East,2023-10-12,Corporate
CUST00095,Kevin,Samra,Male,1967-07-10,avigarde@example.net,+911783100980,Sagar,Haryana,West,2022-11-17,Premium
CUST00096,Ekantika,Varkey,Female,2004-10-25,arunima05@example.org,5530245706,Kota,West Bengal,East,2025-01-15,Regular
CUST00097,Gaurav,Radhakrishnan,Female,2001-03-22,lallazinal@example.org,+918272714551,Raichur,Haryana,South,2025-06-12,Premium
CUST00098,Kavya,Shroff,Male,1992-12-11,lakshitmishra@example.org,4271808752,Kozhikode,Assam,West,2024-04-15,Regular
CUST00099,Gayathri,Mutti,Female,1986-10-17,cparikh@example.com,+918819816533,Jehanabad,Punjab,North,2022-06-18,Corporate
CUST00100,Chandani,Cherian,Male,1987-05-08,baljiwan80@example.org,03803468249,Karaikudi,Chhattisgarh,East,2023-10-29,Regular
CUST00101,Ekalinga,Majumdar,Male,1983-02-05,nandasiddharth@example.net,3953697692,Raichur,Sikkim,South,2023-12-10,Premium
CUST00102,Rehaan,Dube,Male,1988-10-15,sarthakkapur@example.com,+918842099787,Erode,Punjab,South,2025-03-20,Premium
CUST00103,Kashish,Ranganathan,Male,1978-02-09,lalmatthew@example.net,+919359446614,Karimnagar,Odisha,North,2025-09-12,Corporate
CUST00104,Abdul,Kara,Female,2001-11-28,dnagi@example.org,5598782079,Munger,Tripura,East,2023-01-24,Premium
CUST00105,Forum,Natarajan,Male,1988-02-25,kkaur@example.org,+912421173408,Hosur,Mizoram,North,2025-06-05,Premium
CUST00106,Xalak,Prashad,Male,1980-05-04,ksarkar@example.net,7030977362,Tirunelveli,Madhya Pradesh,East,2022-01-17,Regular
CUST00107,Bakhshi,Issac,Female,2008-01-26,brinda19@example.org,3560716229,Aurangabad,Haryana,North,2024-09-21,Premium
CUST00108,Samar,Shukla,Male,1994-03-31,chakradev99@example.org,1973942811,Kozhikode,Telangana,West,2022-06-06,Corporate
CUST00109,Teerth,Hans,Female,2003-08-05,jayaramanfarhan@example.net,+910232974634,Bokaro,Meghalaya,South,2024-10-15,Corporate
CUST00110,Osha,Acharya,Male,1979-05-02,dattarehaan@example.net,04328802056,Hajipur,Uttar Pradesh,North,2026-02-24,Premium
CUST00111,Viraj,Tata,Female,1978-04-02,yachanadayal@example.com,+915935374269,Madhyamgram,Haryana,South,2025-07-04,Regular
CUST00112,Libni,Lala,Female,1989-01-16,anjali82@example.org,05505043978,Junagadh,Assam,East,2026-02-25,Premium
CUST00113,Samar,Krishna,Male,1990-05-15,qadimdasgupta@example.org,+914357473133,Delhi,Madhya Pradesh,West,2026-01-26,Corporate
CUST00114,Eiravati,Bedi,Male,1982-04-07,gaurisane@example.net,5566059088,Ballia,Manipur,South,2025-05-25,Corporate
CUST00115,Gauri,Bala,Female,1975-08-24,sooddipta@example.net,4744988395,Begusarai,Uttarakhand,East,2025-06-26,Regular
CUST00116,Nitara,Agarwal,Male,1989-09-08,obose@example.com,+916342104462,Bhopal,Gujarat,East,2024-03-12,Regular
CUST00117,Matthew,Dasgupta,Female,1996-01-20,onkar40@example.org,3971624669,Shivpuri,Tamil Nadu,North,2021-08-09,Regular
CUST00118,Dalaja,Ganguly,Female,1998-07-26,champakpandya@example.com,1148784318,Naihati,Manipur,East,2022-05-09,Corporate
CUST00119,Siddharth,Jha,Female,1966-01-29,sneha91@example.org,9541994865,Kozhikode,West Bengal,East,2023-08-01,Regular
CUST00120,Shaurya,Suresh,Male,1995-08-01,adyasankaran@example.net,+914435165158,Thrissur,Andhra Pradesh,East,2023-01-25,Regular
CUST00121,Yashasvi,Rai,Male,1986-01-31,janaki00@example.net,+916539824259,Kalyan-Dombivli,Himachal Pradesh,South,2022-12-26,Corporate
CUST00122,Libni,Dhawan,Male,1991-07-16,sureshyashoda@example.net,01135150482,Belgaum,Himachal Pradesh,North,2024-11-30,Corporate
CUST00123,Jasmit,Mallick,Male,1969-06-27,dugarkashvi@example.net,07750424441,Muzaffarnagar,Telangana,South,2024-08-28,Premium
CUST00124,Ranbir,Prabhu,Male,2003-04-20,gangaborah@example.com,4698115962,Khammam,Chhattisgarh,East,2024-03-08,Corporate
CUST00125,Veer,Toor,Female,1983-05-06,tsahni@example.com,+917155486684,Ramgarh,West Bengal,North,2021-10-15,Regular
CUST00126,Neel,Gulati,Male,2005-06-06,oscardube@example.com,08038165217,Panvel,Chhattisgarh,East,2022-12-26,Regular
CUST00127,Pahal,Chandra,Male,1991-03-23,sagargaurav@example.net,04652540455,Vadodara,Nagaland,East,2025-09-03,Regular
CUST00128,Ojasvi,Din,Male,1969-06-30,onveer56@example.com,8508481374,Bhiwani,Gujarat,North,2023-01-29,Regular
CUST00129,Elijah,Jhaveri,Female,1970-02-18,akaran@example.net,01365426962,Kamarhati,Tamil Nadu,North,2021-12-13,Premium
CUST00130,Sathvik,Bose,Male,1972-04-13,samesh46@example.com,5247909495,Ahmedabad,Nagaland,South,2024-03-01,Corporate
CUST00131,Utkarsh,Garg,Male,1970-04-11,lsundaram@example.net,7726835071,Karawal Nagar,Maharashtra,West,2026-05-24,Premium
CUST00132,Anjali,Tara,Male,1968-03-24,jeremiahgole@example.net,+914214976887,Mathura,Mizoram,North,2024-10-13,Premium
CUST00133,Ekbal,Dalal,Male,2001-05-13,chandafariq@example.com,+918981153505,Vellore,Telangana,South,2023-01-25,Regular
CUST00134,Januja,Chandra,Male,1985-06-17,yatanreddy@example.org,+911993159999,Pallavaram,West Bengal,South,2023-10-21,Regular
CUST00135,Nidhi,Shankar,Female,1969-12-05,dalajabail@example.com,+917943181776,Pondicherry,Jharkhand,West,2025-10-10,Regular
CUST00136,Veer,Hegde,Female,1987-02-28,ekantika35@example.org,05141992254,Rourkela,Madhya Pradesh,East,2025-12-03,Corporate
CUST00137,Gaurangi,Nagar,Male,2000-03-13,ronith44@example.org,+912622225068,Hapur,Gujarat,South,2023-09-05,Premium
CUST00138,Saumya,Basu,Female,1995-09-18,luthravanya@example.com,4725686549,Guwahati,Andhra Pradesh,West,2022-05-06,Corporate
CUST00139,Barkha,Kala,Male,2006-03-15,tellarushil@example.net,0688215939,Morena,Madhya Pradesh,South,2022-09-25,Corporate
CUST00140,Simon,Dayal,Male,2002-09-20,sacharaadhya@example.org,4467119094,Navi Mumbai,Tripura,North,2023-10-23,Regular
CUST00141,Bachittar,Lalla,Male,1976-01-09,menonvasudha@example.net,+914003946613,Ajmer,Andhra Pradesh,West,2025-03-09,Premium
CUST00142,Rehaan,Tella,Male,1989-04-16,chaturabutala@example.net,2379271749,Chandrapur,Uttar Pradesh,North,2024-01-12,Premium
CUST00143,Chavvi,Krishnamurthy,Male,1977-06-01,sparmar@example.net,2309994945,Bhiwani,Gujarat,North,2022-03-10,Premium
CUST00144,Matthew,Behl,Male,2002-04-14,abdulchaudhry@example.net,4858680167,Chittoor,Goa,West,2025-05-22,Regular
CUST00145,Laban,Basak,Male,1967-02-26,nandini69@example.com,08951148208,Kolhapur,Goa,East,2025-07-27,Regular
CUST00146,Ekansh,Kurian,Female,1982-07-20,bsachdev@example.org,2619004052,Nellore,Maharashtra,West,2026-06-15,Regular
CUST00147,Manthan,Chanda,Female,1978-07-25,pratyushbose@example.org,0930009457,Chapra,Kerala,East,2024-04-26,Corporate
CUST00148,Avi,Bajwa,Male,1990-01-09,thamanbhavya@example.net,09292412904,Nizamabad,Rajasthan,East,2023-09-07,Regular
CUST00149,Jagvi,Chawla,Male,1978-07-10,rajagopalannaveen@example.org,9989163937,Tezpur,Jharkhand,West,2025-01-05,Regular
CUST00150,Qabil,Date,Female,1970-10-19,qpathak@example.com,+914497039741,Akola,Tamil Nadu,East,2025-07-27,Regular
CUST00151,Finn,Panchal,Male,1993-04-27,prishakapur@example.com,6182227713,Aizawl,Uttar Pradesh,South,2023-04-13,Regular
CUST00152,Om,Behl,Female,1967-11-23,daniel45@example.com,06793047982,Siwan,Haryana,East,2023-02-01,Corporate
CUST00153,Mohammed,Tella,Male,1973-12-24,jagratianne@example.org,5503246823,Haldia,Jharkhand,South,2024-11-18,Regular
CUST00154,Girik,Setty,Female,1998-07-21,adevi@example.net,+917769475977,Serampore,Odisha,South,2021-07-31,Regular
CUST00155,Divya,Mohan,Female,1983-02-10,tsoni@example.org,+913943367331,Bidar,Sikkim,South,2022-04-24,Regular
CUST00156,Raghav,Wable,Female,1971-03-23,palvrinda@example.org,+916160727125,Durg,Rajasthan,West,2023-05-17,Regular
CUST00157,Jai,Bakshi,Male,1976-06-30,zayannadkarni@example.org,6766570263,Khandwa,Rajasthan,West,2024-06-14,Corporate
CUST00158,Maanav,Virk,Male,1970-12-12,tanish17@example.net,1620679575,Kurnool,Arunachal Pradesh,North,2024-01-20,Premium
CUST00159,Jagdish,Master,Female,1983-11-05,bandimegha@example.org,+911871311594,Singrauli,Bihar,South,2023-12-17,Regular
CUST00160,Luke,More,Male,1966-10-09,nathanwadhwa@example.org,+916770544127,Berhampur,Himachal Pradesh,South,2022-03-28,Premium
CUST00161,Jagrati,Bhavsar,Male,1997-06-16,arjunsolanki@example.org,0258378249,Ratlam,Rajasthan,North,2022-11-26,Premium
CUST00162,Ayush,Gade,Male,1979-09-30,anjali56@example.net,4681840489,Chinsurah,Nagaland,North,2025-01-20,Corporate
CUST00163,Ojasvi,Sachdev,Female,1991-12-21,lakshmi97@example.com,+918535878571,Moradabad,Jharkhand,West,2025-05-11,Regular
CUST00164,Bhanumati,Desai,Male,1981-04-01,dhaliwalati@example.com,0518192818,Coimbatore,Bihar,East,2026-01-12,Premium
CUST00165,Matthew,Sibal,Female,1997-07-15,gaurangmann@example.com,+915688944341,Karimnagar,Rajasthan,East,2024-02-27,Regular
CUST00166,Indali,Nagi,Male,1974-08-29,wpandya@example.org,02524565109,Sambalpur,Uttar Pradesh,West,2022-06-18,Regular
CUST00167,Neelima,Mammen,Female,2007-01-06,samesh41@example.org,08441443158,Mangalore,Arunachal Pradesh,North,2023-08-26,Corporate
CUST00168,Anthony,Kohli,Female,1984-12-15,fradotoor@example.net,09577467486,Ambarnath,Mizoram,South,2021-09-07,Regular
CUST00169,Ekta,Tandon,Female,2002-08-11,sidhuvinaya@example.com,07263123872,Ujjain,Sikkim,East,2021-11-19,Corporate
CUST00170,Krisha,Hegde,Female,1976-11-28,ladlitak@example.com,3813376326,Sikar,Kerala,East,2023-08-25,Regular
CUST00171,Quincy,Shan,Female,1993-05-19,yoshitaoza@example.org,+910575476233,Bokaro,Arunachal Pradesh,East,2026-07-07,Regular
CUST00172,Riya,Varty,Male,2007-06-10,mratti@example.org,03949195782,Phusro,Tripura,East,2025-10-15,Regular
CUST00173,Chameli,Oza,Male,2005-07-08,tamannanagar@example.com,06382931051,Kadapa,Arunachal Pradesh,South,2022-04-18,Premium
CUST00174,Daksha,Wable,Male,2007-02-03,tbala@example.com,+916686760126,Vadodara,Kerala,South,2026-04-07,Premium
CUST00175,Samarth,Seshadri,Male,1998-01-18,hemangini57@example.com,07020009783,Unnao,Kerala,West,2024-12-14,Regular
CUST00176,Aradhana,Swamy,Female,1981-10-15,benjamin39@example.org,07977798766,Rajkot,Maharashtra,North,2025-12-10,Premium
CUST00177,Balendra,Sachdev,Female,1973-07-19,surabhavya@example.net,03006940617,Sambalpur,Tripura,East,2023-12-13,Premium
CUST00178,Vivaan,Manne,Female,2004-02-26,charles34@example.org,09394876898,Thoothukudi,Uttar Pradesh,West,2023-10-31,Regular
CUST00179,Anya,Hari,Female,1981-10-26,wahab69@example.net,8675319773,Chandigarh,Jharkhand,North,2025-12-19,Regular
CUST00180,Kai,Toor,Female,1992-11-04,ikshitamody@example.org,+915258745817,Hubli–Dharwad,Assam,West,2025-04-26,Regular
CUST00181,Darsh,Chandra,Female,1987-09-11,netra44@example.net,+912414380543,Ongole,Tripura,North,2026-07-13,Premium
CUST00182,Suhani,Mukhopadhyay,Male,2005-04-25,harinakshitiwari@example.org,07910444194,Mangalore,Manipur,North,2025-11-29,Corporate
CUST00183,Vihaan,Sangha,Female,1994-08-24,groverhitesh@example.net,0577314712,Gandhinagar,Punjab,East,2025-04-21,Corporate
CUST00184,Lipika,Chandra,Male,2005-02-28,qgola@example.net,7419464231,Dehri,Manipur,East,2021-08-28,Corporate
CUST00185,Faras,Choudhary,Male,2006-12-22,neelbajaj@example.org,03625060259,Barasat,Meghalaya,South,2025-09-03,Corporate
CUST00186,Aarav,Bhargava,Male,1979-07-23,sachdevvedant@example.com,08250213950,Saharsa,Assam,North,2025-03-10,Corporate
CUST00187,Aarna,Patil,Male,1980-02-05,hemangini99@example.net,09274485648,Nagercoil,Chhattisgarh,East,2021-08-06,Regular
CUST00188,Gaurangi,Narula,Female,1995-07-31,theodore05@example.com,00443649041,Dindigul,Haryana,East,2025-01-14,Corporate
CUST00189,Bahadurjit,Bedi,Female,1966-11-25,samar21@example.com,5473743792,Howrah,Madhya Pradesh,East,2022-03-31,Regular
CUST00190,Dayamai,Sachar,Male,1985-08-19,balveer32@example.com,07393223576,Mahbubnagar,Haryana,North,2026-05-13,Premium
CUST00191,Vaishnavi,Bose,Female,1995-06-06,bhavani42@example.com,+910555670562,Patna,Tamil Nadu,West,2022-07-16,Corporate
CUST00192,Keya,Thakkar,Female,2004-08-18,aryamane@example.net,1496086317,Raebareli,Gujarat,East,2024-04-03,Corporate
CUST00193,Abdul,Kapoor,Male,1981-05-16,bajwaquincy@example.net,08640117397,Bidhannagar,Uttar Pradesh,North,2022-11-16,Regular
CUST00194,Krisha,Magar,Female,1970-05-05,ranbirbarad@example.com,+912870640205,Saharsa,Assam,West,2024-07-22,Premium
CUST00195,Triya,Lall,Female,1979-12-11,dkrishnamurthy@example.net,+910387660612,Dhanbad,Punjab,West,2022-05-24,Corporate
CUST00196,Chanakya,Dara,Female,1996-06-21,uratta@example.net,5472841020,Hosur,Andhra Pradesh,East,2024-06-14,Premium
CUST00197,Girindra,Khanna,Male,2002-06-29,hbhasin@example.org,3199378246,Shimoga,Sikkim,West,2024-03-29,Regular
CUST00198,Saumya,Tella,Male,2008-05-02,bhatnagarqadim@example.com,00240507390,Medininagar,Assam,North,2022-06-03,Regular
CUST00199,Oni,Modi,Male,1967-03-06,aryachar@example.org,7450797237,Fatehpur,West Bengal,North,2024-09-21,Corporate
CUST00200,Chaitaly,Bora,Female,2008-07-06,qbrar@example.org,3281796976,Shimla,Gujarat,East,2023-10-10,Corporate
CUST00201,Amrita,Singh,Male,1966-05-01,maanavkonda@example.net,4513684435,Sikar,Andhra Pradesh,West,2025-09-15,Regular
CUST00202,Adya,Kohli,Male,1982-12-04,narayananpavani@example.org,02433476698,Ambattur,Madhya Pradesh,South,2022-09-03,Regular
CUST00203,Niharika,Kannan,Male,1965-09-24,ekansh48@example.org,07909422434,Malegaon,Uttarakhand,East,2024-03-25,Premium
CUST00204,Nitesh,Palan,Male,1990-05-30,chanajagrati@example.net,9562820861,Dhule,West Bengal,North,2023-10-24,Premium
